gene	chr	start	end	sample	depth
FRG2	chr4	193392870	193392872	D09-468	46
FRG2	chr4	193392872	193392874	D09-468	45
FRG2	chr4	193392874	193392875	D09-468	44
FRG2	chr4	193392875	193392876	D09-468	46
FRG2	chr4	193392876	193392878	D09-468	48
FRG2	chr4	193392878	193392880	D09-468	47
FRG2	chr4	193392880	193392882	D09-468	50
FRG2	chr4	193392882	193392884	D09-468	49
FRG2	chr4	193392884	193392888	D09-468	50
FRG2	chr4	193392888	193392893	D09-468	52
FRG2	chr4	193392893	193392896	D09-468	56
FRG2	chr4	193392896	193392897	D09-468	57
FRG2	chr4	193392897	193392898	D09-468	56
FRG2	chr4	193392898	193392899	D09-468	61
FRG2	chr4	193392899	193392901	D09-468	60
FRG2	chr4	193392901	193392902	D09-468	57
FRG2	chr4	193392902	193392905	D09-468	56
FRG2	chr4	193392905	193392906	D09-468	60
FRG2	chr4	193392906	193392908	D09-468	54
FRG2	chr4	193392908	193392912	D09-468	53
FRG2	chr4	193392912	193392914	D09-468	56
FRG2	chr4	193392914	193392915	D09-468	52
FRG2	chr4	193392915	193392916	D09-468	53
FRG2	chr4	193392916	193392933	D09-468	57
FRG2	chr4	193392933	193392936	D09-468	60
FRG2	chr4	193392936	193392937	D09-468	59
FRG2	chr4	193392937	193392942	D09-468	56
FRG2	chr4	193392942	193392943	D09-468	52
FRG2	chr4	193392943	193392950	D09-468	53
FRG2	chr4	193392950	193392951	D09-468	54
FRG2	chr4	193392951	193392955	D09-468	55
FRG2	chr4	193392955	193392966	D09-468	57
FRG2	chr4	193392966	193392972	D09-468	54
FRG2	chr4	193392972	193392973	D09-468	55
FRG2	chr4	193392973	193392979	D09-468	61
FRG2	chr4	193392979	193392981	D09-468	62
FRG2	chr4	193392981	193392982	D09-468	61
FRG2	chr4	193392982	193393003	D09-468	60
FRG2	chr4	193393003	193393014	D09-468	62
FRG2	chr4	193393014	193393015	D09-468	60
FRG2	chr4	193393015	193393016	D09-468	58
FRG2	chr4	193393016	193393018	D09-468	59
FRG2	chr4	193393018	193393019	D09-468	60
FRG2	chr4	193393019	193393025	D09-468	59
FRG2	chr4	193393025	193393027	D09-468	56
FRG2	chr4	193393027	193393029	D09-468	54
FRG2	chr4	193393029	193393033	D09-468	51
FRG2	chr4	193393033	193393034	D09-468	50
FRG2	chr4	193393034	193393035	D09-468	51
FRG2	chr4	193393035	193393036	D09-468	53
FRG2	chr4	193393036	193393037	D09-468	54
FRG2	chr4	193393037	193393038	D09-468	56
FRG2	chr4	193393038	193393039	D09-468	53
FRG2	chr4	193393039	193393043	D09-468	54
FRG2	chr4	193393043	193393045	D09-468	53
FRG2	chr4	193393045	193393046	D09-468	56
FRG2	chr4	193393046	193393048	D09-468	55
FRG2	chr4	193393048	193393049	D09-468	50
FRG2	chr4	193393049	193393053	D09-468	49
FRG2	chr4	193393053	193393056	D09-468	51
FRG2	chr4	193393056	193393057	D09-468	48
FRG2	chr4	193393057	193393058	D09-468	47
FRG2	chr4	193393058	193393059	D09-468	48
FRG2	chr4	193393059	193393060	D09-468	50
FRG2	chr4	193393060	193393061	D09-468	51
FRG2	chr4	193393061	193393062	D09-468	49
FRG2	chr4	193393062	193393065	D09-468	47
FRG2	chr4	193393065	193393066	D09-468	46
FRG2	chr4	193393066	193393067	D09-468	45
FRG2	chr4	193393067	193393069	D09-468	42
FRG2	chr4	193393069	193393076	D09-468	41
FRG2	chr4	193393076	193393078	D09-468	44
FRG2	chr4	193393078	193393083	D09-468	48
FRG2	chr4	193393083	193393085	D09-468	45
FRG2	chr4	193393085	193393090	D09-468	44
FRG2	chr4	193393090	193393092	D09-468	42
FRG2	chr4	193393092	193393100	D09-468	41
FRG2	chr4	193393100	193393102	D09-468	40
FRG2	chr4	193393102	193393105	D09-468	39
FRG2	chr4	193393105	193393109	D09-468	37
FRG2	chr4	193393109	193393111	D09-468	39
FRG2	chr4	193393111	193393115	D09-468	40
FRG2	chr4	193393115	193393117	D09-468	41
FRG2	chr4	193393117	193393124	D09-468	42
FRG2	chr4	193393124	193393128	D09-468	38
FRG2	chr4	193393128	193393132	D09-468	37
FRG2	chr4	193393132	193393137	D09-468	36
FRG2	chr4	193393137	193393145	D09-468	37
FRG2	chr4	193393145	193393152	D09-468	38
FRG2	chr4	193393152	193393153	D09-468	39
FRG2	chr4	193393153	193393154	D09-468	37
FRG2	chr4	193393154	193393159	D09-468	38
FRG2	chr4	193393159	193393166	D09-468	40
FRG2	chr4	193393166	193393167	D09-468	39
FRG2	chr4	193393167	193393168	D09-468	40
FRG2	chr4	193393168	193393175	D09-468	39
FRG2	chr4	193393175	193393185	D09-468	40
FRG2	chr4	193393185	193393186	D09-468	38
FRG2	chr4	193393186	193393189	D09-468	37
FRG2	chr4	193393189	193393192	D09-468	36
FRG2	chr4	193393192	193393194	D09-468	33
FRG2	chr4	193393194	193393195	D09-468	39
FRG2	chr4	193393195	193393196	D09-468	37
FRG2	chr4	193393196	193393202	D09-468	36
FRG2	chr4	193393202	193393203	D09-468	37
FRG2	chr4	193393203	193393207	D09-468	35
FRG2	chr4	193393207	193393208	D09-468	36
FRG2	chr4	193393208	193393209	D09-468	35
FRG2	chr4	193393209	193393212	D09-468	33
FRG2	chr4	193393212	193393214	D09-468	35
FRG2	chr4	193393214	193393216	D09-468	36
FRG2	chr4	193393216	193393218	D09-468	38
FRG2	chr4	193393218	193393224	D09-468	40
FRG2	chr4	193393224	193393225	D09-468	42
FRG2	chr4	193393225	193393227	D09-468	40
FRG2	chr4	193393227	193393229	D09-468	39
FRG2	chr4	193393229	193393232	D09-468	35
FRG2	chr4	193393232	193393248	D09-468	37
FRG2	chr4	193393248	193393249	D09-468	38
FRG2	chr4	193393249	193393250	D09-468	40
FRG2	chr4	193393250	193393253	D09-468	42
FRG2	chr4	193393253	193393255	D09-468	47
FRG2	chr4	193393255	193393258	D09-468	48
FRG2	chr4	193393258	193393259	D09-468	54
FRG2	chr4	193393259	193393261	D09-468	52
FRG2	chr4	193393261	193393262	D09-468	53
FRG2	chr4	193393262	193393263	D09-468	52
FRG2	chr4	193393263	193393265	D09-468	53
FRG2	chr4	193393265	193393267	D09-468	55
FRG2	chr4	193393267	193393270	D09-468	54
FRG2	chr4	193393270	193393273	D09-468	55
FRG2	chr4	193393273	193393280	D09-468	54
FRG2	chr4	193393280	193393281	D09-468	56
FRG2	chr4	193393281	193393287	D09-468	57
FRG2	chr4	193393287	193393294	D09-468	56
FRG2	chr4	193393294	193393296	D09-468	57
FRG2	chr4	193393296	193393298	D09-468	56
FRG2	chr4	193393298	193393299	D09-468	55
FRG2	chr4	193393299	193393301	D09-468	57
FRG2	chr4	193393301	193393302	D09-468	59
FRG2	chr4	193393302	193393303	D09-468	58
FRG2	chr4	193393303	193393306	D09-468	57
FRG2	chr4	193393306	193393310	D09-468	58
FRG2	chr4	193393310	193393316	D09-468	56
FRG2	chr4	193393316	193393318	D09-468	58
FRG2	chr4	193393318	193393334	D09-468	57
FRG2	chr4	193393334	193393335	D09-468	56
FRG2	chr4	193393335	193393336	D09-468	57
FRG2	chr4	193393336	193393337	D09-468	65
FRG2	chr4	193393337	193393338	D09-468	68
FRG2	chr4	193393338	193393345	D09-468	66
FRG2	chr4	193393345	193393346	D09-468	60
FRG2	chr4	193393346	193393349	D09-468	62
FRG2	chr4	193393349	193393351	D09-468	63
FRG2	chr4	193393351	193393352	D09-468	64
FRG2	chr4	193393352	193393354	D09-468	63
FRG2	chr4	193393354	193393356	D09-468	64
FRG2	chr4	193393356	193393358	D09-468	66
FRG2	chr4	193393358	193393363	D09-468	65
FRG2	chr4	193393363	193393364	D09-468	64
FRG2	chr4	193393364	193393365	D09-468	63
FRG2	chr4	193393365	193393366	D09-468	62
FRG2	chr4	193393366	193393369	D09-468	64
FRG2	chr4	193393369	193393370	D09-468	62
FRG2	chr4	193393370	193393371	D09-468	60
FRG2	chr4	193393371	193393374	D09-468	61
FRG2	chr4	193393374	193393375	D09-468	73
FRG2	chr4	193393375	193393377	D09-468	72
FRG2	chr4	193393377	193393383	D09-468	73
FRG2	chr4	193393383	193393389	D09-468	71
FRG2	chr4	193393389	193393391	D09-468	74
FRG2	chr4	193393391	193393398	D09-468	75
FRG2	chr4	193393398	193393399	D09-468	74
FRG2	chr4	193393399	193393400	D09-468	72
FRG2	chr4	193393400	193393401	D09-468	70
FRG2	chr4	193393401	193393403	D09-468	69
FRG2	chr4	193393403	193393405	D09-468	64
FRG2	chr4	193393405	193393408	D09-468	63
FRG2	chr4	193393408	193393409	D09-468	57
FRG2	chr4	193393409	193393410	D09-468	55
FRG2	chr4	193393410	193393415	D09-468	54
FRG2	chr4	193393415	193393417	D09-468	51
FRG2	chr4	193393417	193393420	D09-468	53
FRG2	chr4	193393420	193393421	D09-468	52
FRG2	chr4	193393421	193393423	D09-468	53
FRG2	chr4	193393423	193393428	D09-468	56
FRG2	chr4	193393428	193393430	D09-468	55
FRG2	chr4	193393430	193393439	D09-468	53
FRG2	chr4	193393439	193393440	D09-468	54
FRG2	chr4	193393440	193393441	D09-468	59
FRG2	chr4	193393441	193393444	D09-468	58
FRG2	chr4	193393444	193393447	D09-468	60
FRG2	chr4	193393447	193393449	D09-468	58
FRG2	chr4	193393449	193393451	D09-468	56
FRG2	chr4	193393451	193393454	D09-468	57
FRG2	chr4	193393454	193393455	D09-468	58
FRG2	chr4	193393455	193393457	D09-468	57
FRG2	chr4	193393457	193393458	D09-468	59
FRG2	chr4	193393458	193393459	D09-468	63
FRG2	chr4	193393459	193393460	D09-468	65
FRG2	chr4	193393460	193393462	D09-468	68
FRG2	chr4	193393462	193393472	D09-468	69
FRG2	chr4	193393472	193393475	D09-468	68
FRG2	chr4	193393475	193393481	D09-468	69
FRG2	chr4	193393481	193393482	D09-468	65
FRG2	chr4	193393482	193393484	D09-468	64
FRG2	chr4	193393484	193393487	D09-468	65
FRG2	chr4	193393487	193393489	D09-468	61
FRG2	chr4	193393489	193393493	D09-468	62
FRG2	chr4	193393493	193393495	D09-468	65
FRG2	chr4	193393495	193393496	D09-468	66
FRG2	chr4	193393496	193393497	D09-468	64
FRG2	chr4	193393497	193393498	D09-468	66
FRG2	chr4	193393498	193393502	D09-468	65
FRG2	chr4	193393502	193393503	D09-468	66
FRG2	chr4	193393503	193393504	D09-468	64
FRG2	chr4	193393504	193393505	D09-468	63
FRG2	chr4	193393505	193393511	D09-468	66
FRG2	chr4	193393511	193393515	D09-468	65
FRG2	chr4	193393515	193393516	D09-468	67
FRG2	chr4	193393516	193393518	D09-468	66
FRG2	chr4	193393518	193393520	D09-468	65
FRG2	chr4	193393520	193393521	D09-468	66
FRG2	chr4	193393521	193393524	D09-468	64
FRG2	chr4	193393524	193393525	D09-468	63
FRG2	chr4	193393525	193393528	D09-468	53
FRG2	chr4	193393528	193393532	D09-468	54
FRG2	chr4	193393532	193393533	D09-468	53
FRG2	chr4	193393533	193393534	D09-468	54
FRG2	chr4	193393534	193393542	D09-468	55
FRG2	chr4	193393542	193393556	D09-468	54
FRG2	chr4	193393556	193393562	D09-468	55
FRG2	chr4	193393562	193393563	D09-468	56
FRG2	chr4	193393563	193393565	D09-468	63
FRG2	chr4	193393565	193393566	D09-468	62
FRG2	chr4	193393566	193393571	D09-468	61
FRG2	chr4	193393571	193393573	D09-468	60
FRG2	chr4	193393573	193393574	D09-468	57
FRG2	chr4	193393574	193393577	D09-468	59
FRG2	chr4	193393577	193393580	D09-468	60
FRG2	chr4	193393580	193393588	D09-468	59
FRG2	chr4	193393588	193393589	D09-468	61
FRG2	chr4	193393589	193393590	D09-468	56
FRG2	chr4	193393590	193393592	D09-468	55
FRG2	chr4	193393592	193393593	D09-468	56
FRG2	chr4	193393593	193393594	D09-468	57
FRG2	chr4	193393594	193393597	D09-468	55
FRG2	chr4	193393597	193393601	D09-468	56
FRG2	chr4	193393601	193393602	D09-468	55
FRG2	chr4	193393602	193393604	D09-468	58
FRG2	chr4	193393604	193393605	D09-468	59
FRG2	chr4	193393605	193393606	D09-468	64
FRG2	chr4	193393606	193393608	D09-468	63
FRG2	chr4	193393608	193393609	D09-468	59
FRG2	chr4	193393609	193393610	D09-468	60
FRG2	chr4	193393610	193393611	D09-468	58
FRG2	chr4	193393611	193393612	D09-468	55
FRG2	chr4	193393612	193393620	D09-468	54
FRG2	chr4	193393620	193393624	D09-468	55
FRG2	chr4	193393624	193393625	D09-468	57
FRG2	chr4	193393625	193393630	D09-468	56
FRG2	chr4	193393630	193393631	D09-468	60
FRG2	chr4	193393631	193393632	D09-468	61
FRG2	chr4	193393632	193393635	D09-468	62
FRG2	chr4	193393635	193393638	D09-468	64
FRG2	chr4	193393638	193393639	D09-468	61
FRG2	chr4	193393639	193393641	D09-468	60
FRG2	chr4	193393641	193393643	D09-468	62
FRG2	chr4	193393643	193393644	D09-468	61
FRG2	chr4	193393644	193393647	D09-468	56
FRG2	chr4	193393647	193393650	D09-468	57
FRG2	chr4	193393650	193393652	D09-468	58
FRG2	chr4	193393652	193393653	D09-468	63
FRG2	chr4	193393653	193393655	D09-468	62
FRG2	chr4	193393655	193393656	D09-468	60
FRG2	chr4	193393656	193393658	D09-468	61
FRG2	chr4	193393658	193393661	D09-468	63
FRG2	chr4	193393661	193393663	D09-468	61
FRG2	chr4	193393663	193393665	D09-468	62
FRG2	chr4	193393665	193393666	D09-468	63
FRG2	chr4	193393666	193393668	D09-468	62
FRG2	chr4	193393668	193393671	D09-468	64
FRG2	chr4	193393671	193393673	D09-468	63
FRG2	chr4	193393673	193393678	D09-468	62
FRG2	chr4	193393678	193393683	D09-468	63
FRG2	chr4	193393683	193393684	D09-468	62
FRG2	chr4	193393684	193393691	D09-468	61
FRG2	chr4	193393691	193393693	D09-468	63
FRG2	chr4	193393693	193393698	D09-468	65
FRG2	chr4	193393698	193393704	D09-468	66
FRG2	chr4	193393704	193393706	D09-468	67
FRG2	chr4	193393706	193393709	D09-468	66
FRG2	chr4	193393709	193393713	D09-468	70
FRG2	chr4	193393713	193393715	D09-468	63
FRG2	chr4	193393715	193393716	D09-468	64
FRG2	chr4	193393716	193393718	D09-468	65
FRG2	chr4	193393718	193393725	D09-468	69
FRG2	chr4	193393725	193393727	D09-468	67
FRG2	chr4	193393727	193393729	D09-468	66
FRG2	chr4	193393729	193393735	D09-468	70
FRG2	chr4	193393735	193393738	D09-468	71
FRG2	chr4	193393738	193393741	D09-468	69
FRG2	chr4	193393741	193393743	D09-468	68
FRG2	chr4	193393743	193393745	D09-468	67
FRG2	chr4	193393745	193393747	D09-468	66
FRG2	chr4	193393747	193393748	D09-468	67
FRG2	chr4	193393748	193393752	D09-468	68
FRG2	chr4	193393752	193393754	D09-468	65
FRG2	chr4	193393754	193393755	D09-468	58
FRG2	chr4	193393755	193393756	D09-468	60
FRG2	chr4	193393756	193393760	D09-468	59
FRG2	chr4	193393760	193393762	D09-468	58
FRG2	chr4	193393762	193393763	D09-468	59
FRG2	chr4	193393763	193393765	D09-468	61
FRG2	chr4	193393765	193393770	D09-468	62
FRG2	chr4	193393770	193393773	D09-468	61
FRG2	chr4	193393773	193393774	D09-468	60
FRG2	chr4	193393774	193393779	D09-468	59
FRG2	chr4	193393779	193393781	D09-468	55
FRG2	chr4	193393781	193393782	D09-468	54
FRG2	chr4	193393782	193393785	D09-468	53
FRG2	chr4	193393785	193393786	D09-468	51
FRG2	chr4	193393786	193393791	D09-468	50
FRG2	chr4	193393791	193393794	D09-468	48
FRG2	chr4	193393794	193393797	D09-468	49
FRG2	chr4	193393797	193393798	D09-468	48
FRG2	chr4	193393798	193393799	D09-468	49
FRG2	chr4	193393799	193393800	D09-468	50
FRG2	chr4	193393800	193393802	D09-468	49
FRG2	chr4	193393802	193393804	D09-468	44
FRG2	chr4	193393804	193393805	D09-468	40
FRG2	chr4	193393805	193393807	D09-468	41
FRG2	chr4	193393807	193393814	D09-468	43
FRG2	chr4	193393814	193393816	D09-468	44
FRG2	chr4	193393816	193393818	D09-468	43
FRG2	chr4	193393818	193393819	D09-468	41
FRG2	chr4	193393819	193393828	D09-468	44
FRG2	chr4	193393828	193393833	D09-468	42
FRG2	chr4	193393833	193393834	D09-468	40
FRG2	chr4	193393834	193393837	D09-468	44
FRG2	chr4	193393837	193393839	D09-468	46
FRG2	chr4	193393839	193393843	D09-468	51
FRG2	chr4	193393843	193393847	D09-468	47
FRG2	chr4	193393847	193393848	D09-468	50
FRG2	chr4	193393848	193393852	D09-468	49
FRG2	chr4	193393852	193393853	D09-468	50
FRG2	chr4	193393853	193393854	D09-468	51
FRG2	chr4	193393854	193393862	D09-468	50
FRG2	chr4	193393862	193393864	D09-468	45
FRG2	chr4	193393864	193393866	D09-468	47
FRG2	chr4	193393866	193393867	D09-468	46
FRG2	chr4	193393867	193393869	D09-468	45
FRG2	chr4	193393869	193393872	D09-468	44
FRG2	chr4	193393872	193393874	D09-468	43
FRG2	chr4	193393874	193393877	D09-468	44
FRG2	chr4	193393877	193393878	D09-468	43
FRG2	chr4	193393878	193393882	D09-468	44
FRG2	chr4	193393882	193393884	D09-468	48
FRG2	chr4	193393884	193393885	D09-468	49
FRG2	chr4	193393885	193393888	D09-468	48
FRG2	chr4	193393888	193393890	D09-468	49
FRG2	chr4	193393890	193393891	D09-468	51
FRG2	chr4	193393891	193393892	D09-468	50
FRG2	chr4	193393892	193393898	D09-468	51
FRG2	chr4	193393898	193393900	D09-468	50
FRG2	chr4	193393900	193393902	D09-468	52
FRG2	chr4	193393902	193393905	D09-468	54
FRG2	chr4	193393905	193393908	D09-468	53
FRG2	chr4	193393908	193393910	D09-468	52
FRG2	chr4	193393910	193393911	D09-468	54
FRG2	chr4	193393911	193393916	D09-468	53
FRG2	chr4	193393916	193393920	D09-468	51
FRG2	chr4	193393920	193393922	D09-468	52
FRG2	chr4	193393922	193393931	D09-468	53
FRG2	chr4	193393931	193393940	D09-468	55
FRG2	chr4	193393940	193393941	D09-468	57
FRG2	chr4	193393941	193393943	D09-468	58
FRG2	chr4	193393943	193393944	D09-468	59
FRG2	chr4	193393944	193393945	D09-468	58
FRG2	chr4	193393945	193393946	D09-468	57
FRG2	chr4	193393946	193393947	D09-468	58
FRG2	chr4	193393947	193393951	D09-468	59
FRG2	chr4	193393951	193393954	D09-468	58
FRG2	chr4	193393954	193393955	D09-468	57
FRG2	chr4	193393955	193393956	D09-468	56
FRG2	chr4	193393956	193393959	D09-468	55
FRG2	chr4	193393959	193393962	D09-468	60
FRG2	chr4	193393962	193393965	D09-468	59
FRG2	chr4	193393965	193393968	D09-468	60
FRG2	chr4	193393968	193393969	D09-468	59
FRG2	chr4	193393969	193393977	D09-468	56
FRG2	chr4	193393977	193393979	D09-468	58
FRG2	chr4	193393979	193393981	D09-468	59
FRG2	chr4	193393981	193393984	D09-468	63
FRG2	chr4	193393984	193393987	D09-468	59
FRG2	chr4	193393987	193393988	D09-468	57
FRG2	chr4	193393988	193393989	D09-468	61
FRG2	chr4	193393989	193393997	D09-468	56
FRG2	chr4	193393997	193394001	D09-468	53
FRG2	chr4	193394001	193394002	D09-468	54
FRG2	chr4	193394002	193394003	D09-468	53
FRG2	chr4	193394003	193394004	D09-468	54
FRG2	chr4	193394004	193394010	D09-468	53
FRG2	chr4	193394010	193394011	D09-468	55
FRG2	chr4	193394011	193394014	D09-468	58
FRG2	chr4	193394014	193394015	D09-468	56
FRG2	chr4	193394015	193394019	D09-468	57
FRG2	chr4	193394019	193394020	D09-468	56
FRG2	chr4	193394020	193394021	D09-468	57
FRG2	chr4	193394021	193394024	D09-468	58
FRG2	chr4	193394024	193394025	D09-468	57
FRG2	chr4	193394025	193394028	D09-468	59
FRG2	chr4	193394028	193394031	D09-468	58
FRG2	chr4	193394031	193394033	D09-468	59
FRG2	chr4	193394033	193394034	D09-468	54
FRG2	chr4	193394034	193394039	D09-468	53
FRG2	chr4	193394039	193394041	D09-468	52
FRG2	chr4	193394041	193394043	D09-468	50
FRG2	chr4	193394043	193394051	D09-468	49
FRG2	chr4	193394051	193394056	D09-468	47
FRG2	chr4	193394056	193394061	D09-468	49
FRG2	chr4	193394061	193394065	D09-468	54
FRG2	chr4	193394065	193394070	D09-468	53
FRG2	chr4	193394070	193394071	D09-468	50
FRG2	chr4	193394071	193394072	D09-468	51
FRG2	chr4	193394072	193394075	D09-468	50
FRG2	chr4	193394075	193394080	D09-468	51
FRG2	chr4	193394080	193394091	D09-468	50
FRG2	chr4	193394091	193394092	D09-468	49
FRG2	chr4	193394092	193394096	D09-468	48
FRG2	chr4	193394096	193394097	D09-468	47
FRG2	chr4	193394097	193394099	D09-468	46
FRG2	chr4	193394099	193394100	D09-468	48
FRG2	chr4	193394100	193394106	D09-468	49
FRG2	chr4	193394106	193394109	D09-468	51
FRG2	chr4	193394109	193394110	D09-468	46
FRG2	chr4	193394110	193394117	D09-468	47
FRG2	chr4	193394117	193394122	D09-468	51
FRG2	chr4	193394122	193394126	D09-468	55
FRG2	chr4	193394126	193394127	D09-468	53
FRG2	chr4	193394127	193394131	D09-468	52
FRG2	chr4	193394131	193394136	D09-468	49
FRG2	chr4	193394136	193394137	D09-468	52
FRG2	chr4	193394137	193394142	D09-468	48
FRG2	chr4	193394142	193394143	D09-468	49
FRG2	chr4	193394143	193394146	D09-468	50
FRG2	chr4	193394146	193394150	D09-468	51
FRG2	chr4	193394150	193394152	D09-468	50
FRG2	chr4	193394152	193394155	D09-468	54
FRG2	chr4	193394155	193394157	D09-468	55
FRG2	chr4	193394157	193394160	D09-468	59
FRG2	chr4	193394160	193394161	D09-468	57
FRG2	chr4	193394161	193394162	D09-468	54
FRG2	chr4	193394162	193394165	D09-468	55
FRG2	chr4	193394165	193394166	D09-468	54
FRG2	chr4	193394166	193394167	D09-468	55
FRG2	chr4	193394167	193394169	D09-468	57
FRG2	chr4	193394169	193394173	D09-468	56
FRG2	chr4	193394173	193394176	D09-468	55
FRG2	chr4	193394176	193394179	D09-468	53
FRG2	chr4	193394179	193394181	D09-468	55
FRG2	chr4	193394181	193394187	D09-468	54
FRG2	chr4	193394187	193394192	D09-468	53
FRG2	chr4	193394192	193394197	D09-468	55
FRG2	chr4	193394197	193394200	D09-468	57
FRG2	chr4	193394200	193394202	D09-468	55
FRG2	chr4	193394202	193394203	D09-468	60
FRG2	chr4	193394203	193394205	D09-468	61
FRG2	chr4	193394205	193394207	D09-468	63
FRG2	chr4	193394207	193394210	D09-468	61
FRG2	chr4	193394210	193394211	D09-468	62
FRG2	chr4	193394211	193394212	D09-468	53
FRG2	chr4	193394212	193394217	D09-468	60
FRG2	chr4	193394217	193394222	D09-468	59
FRG2	chr4	193394222	193394226	D09-468	58
FRG2	chr4	193394226	193394237	D09-468	61
FRG2	chr4	193394237	193394243	D09-468	62
FRG2	chr4	193394243	193394245	D09-468	61
FRG2	chr4	193394245	193394248	D09-468	62
FRG2	chr4	193394248	193394249	D09-468	63
FRG2	chr4	193394249	193394256	D09-468	62
FRG2	chr4	193394256	193394261	D09-468	60
FRG2	chr4	193394261	193394266	D09-468	59
FRG2	chr4	193394266	193394267	D09-468	57
FRG2	chr4	193394267	193394269	D09-468	53
FRG2	chr4	193394269	193394272	D09-468	57
FRG2	chr4	193394272	193394276	D09-468	53
FRG2	chr4	193394276	193394286	D09-468	54
FRG2	chr4	193394286	193394287	D09-468	53
FRG2	chr4	193394287	193394288	D09-468	54
FRG2	chr4	193394288	193394293	D09-468	55
FRG2	chr4	193394293	193394294	D09-468	54
FRG2	chr4	193394294	193394298	D09-468	53
FRG2	chr4	193394298	193394302	D09-468	59
FRG2	chr4	193394302	193394304	D09-468	55
FRG2	chr4	193394304	193394306	D09-468	57
FRG2	chr4	193394306	193394307	D09-468	56
FRG2	chr4	193394307	193394308	D09-468	52
FRG2	chr4	193394308	193394312	D09-468	60
FRG2	chr4	193394312	193394317	D09-468	61
FRG2	chr4	193394317	193394318	D09-468	60
FRG2	chr4	193394318	193394320	D09-468	58
FRG2	chr4	193394320	193394329	D09-468	57
FRG2	chr4	193394329	193394332	D09-468	55
